"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","점포구분명",
"71","대규모점포","08_25_01_P","4640000","2021464047907500001","2021-03-03","","01","영업/정상","5","영업개시전","","","","","","18192.9","","전라북도 전주시 덕진구 송천동2가 1329-2 전주 에코시티 이마트","전라북도 전주시 덕진구 세병서로 9, 전주 에코시티 이마트 (송천동2가)","55149","전주에코시티 DK-mall","2021-10-01 08:26:31","U","2021-10-03 02:40:00","쇼핑센터","211105.947625828","263591.430026264","대규모점포",
"72","대규모점포","08_25_01_P","3900000","2021390026407500001","2021-03-05","","01","영업/정상","5","영업개시전","","","","","031-780-8436","28985.96","","경기도 광명시 일직동 512-3","","","광명역세권택지개발지구복합단지판매시설D멀티플렉스AK PLAZA","2021-03-06 15:41:10","I","2021-03-07 00:23:00","쇼핑센터","189541.850018502","435187.738812827","",
"73","대규모점포","08_25_01_P","4490000","2021449037507500001","2021-02-10","","01","영업/정상","5","영업개시전","","","","","070-4060-4128","8226","","충청남도 천안시 서북구 쌍용동 1367","충청남도 천안시 서북구 월봉로 95 (쌍용동)","31171","맘마마트 천안점","2021-02-10 10:34:59","I","2021-02-12 00:23:02","대형마트","210350.365980618","366539.832359485","대규모점포",
"74","대규모점포","08_25_01_P","3460000","2021346017707500001","2021-03-16","","01","영업/정상","5","영업개시전","","","","","053-751-8171","16113.81","","대구광역시 수성구 범어동 2262","대구광역시 수성구 범어천로 214 (범어동)","42009","범어더리브스퀘어","2021-03-16 13:35:14","I","2021-03-18 00:22:59","그 밖의 대규모점포","346156.236130463","263891.010201724","대규모점포",
"75","대규모점포","08_25_01_P","5350000","2021535030107500001","2021-04-14","","01","영업/정상","5","영업개시전","","","","","0226302671","13218.95","","경상남도 김해시 주촌면 천곡리 1522","경상남도 김해시 주촌면 선천남로 16","51025","코스트코 홀세일 김해점","2023-01-05 14:17:08","U","2023-01-07 02:40:00","대형마트","367301.545291311","194456.567656158","대규모점포",
"76","대규모점포","08_25_01_P","3220000","2021322024907500001","2021-03-19","","01","영업/정상","5","영업개시전","","","","","","7511.51","","서울특별시 강남구 역삼동 676 센터필드","서울특별시 강남구 테헤란로 231, 센터필드 (역삼동)","06142","더 샵스 앳 센터필드 (THE SHOPS AT CENTERFIELD)","2021-03-22 19:43:27","U","2021-03-24 02:40:00","그 밖의 대규모점포","203599.062771687","444556.062267296","대규모점포",
"77","대규모점포","08_25_01_P","5350000","2021535030107500002","2021-04-16","","01","영업/정상","5","영업개시전","","","","","0226302671","13218.95","","경상남도 김해시 주촌면 주촌선천지구 도시개발구역 30B 8L","","","코스트코 홀세일 김해점","2021-04-16 09:57:40","I","2021-04-18 00:22:58","대형마트","","","대규모점포",
"78","대규모점포","08_25_01_P","3980000","2021398012907500002","2021-04-16","","01","영업/정상","5","영업개시전","","","","","02-6299-7131","0","","경기도 구리시 인창동 430 구리유통종합상가","경기도 구리시 동구릉로136번길 57, 구리유통종합상가 (인창동)","11915","엘마트 구리점","2021-06-16 08:34:46","U","2021-06-18 02:40:00","대형마트","212367.118425352","456712.576784184","대규모점포",
"79","대규모점포","08_25_01_P","5690000","2018569020007500002","2018-07-06","","01","영업/정상","5","영업개시전","","","","","","11320.61","","세종특별자치시 어진동 521번지 외 1필지","","","KT&G Mall 세종B관","2018-07-06 12:44:50","I","2018-08-31 23:59:59","그 밖의 대규모점포","222931.318889738","333304.116319079","대규모점포",
"80","대규모점포","08_25_01_P","3240000","2014324018907500001","1996-12-12","","01","영업/정상","5","영업개시전","","","","","02-477-1223","10180.74","134-871","서울특별시 강동구 천호동 410번지 100호","서울특별시 강동구 진황도로 12 (천호동)","134-871","천호코오롱상가","2022-01-20 14:27:20","U","2022-01-22 02:40:00","그 밖의 대규모점포","211279.030241561","448548.819716671","대규모점포",
"81","대규모점포","08_25_01_P","3940000","2022394038807500001","2022-08-10","","01","영업/정상","5","영업개시전","","","","","02-380-5042","1111.32","","경기도 고양시 일산서구 덕이동 373-21","경기도 고양시 일산서구 하이파크2로 65, 1층 (덕이동)","10231","(주)이마트에브리데이 고양덕이점","2022-08-10 17:27:48","I","2022-08-12 00:22:28","구분없음","178440.320567802","466401.449064464","준대규모점포",
"82","대규모점포","08_25_01_P","3740000","2022374039007500002","2022-07-18","","01","영업/정상","5","영업개시전","","","","","031-0000-0000","243.3","","경기도 수원시 팔달구 매산로3가 108-78","경기도 수원시 팔달구 갓매산로 2(매산로3가)","16460","GS THE FRESH 수원팔달점","2022-07-18 10:03:31","I","2022-07-20 00:22:28","구분없음","200658.342947362","418222.196991336","준대규모점포",
"83","대규모점포","08_25_01_P","3050000","2022305014007500001","2022-07-11","","01","영업/정상","5","영업개시전","","","","","02-721-8286","22467.67","","서울특별시 동대문구 용두동 39-1","","","청량리역 한양수자인 그라시엘 판매시설","2022-07-11 13:08:54","I","2022-07-13 00:22:29","그 밖의 대규모점포","203728.022004023","452778.965235022","대규모점포",
"84","대규모점포","08_25_01_P","3000000","2022300020207500001","2022-06-28","","01","영업/정상","5","영업개시전","","","","","02-2006-2678","297","","서울특별시 종로구 무악동 82 무악현대아파트","서울특별시 종로구 통일로 246-10, 무악현대아파트 지하 1층 (무악동)","03025","GS THE FRESH 무악현대점","2022-06-30 16:52:07","I","2022-07-02 00:22:30","대형마트","196467.975088253","452566.134030104","준대규모점포",
"85","대규모점포","08_25_01_P","3190000","2022319021607500001","2022-07-22","","01","영업/정상","5","영업개시전","","","","","02-792-0653","8995.84","","서울특별시 동작구 노량진동 16-1 노량진 드림스퀘어 복합빌딩","서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 (노량진동)","06900","노량진 드림스퀘어","2022-07-27 09:03:39","I","2022-07-30 00:22:29","그 밖의 대규모점포","194571.152376388","445790.549860682","대규모점포",
"86","대규모점포","08_25_01_P","3700000","2022370016007500002","2022-08-29","","01","영업/정상","5","영업개시전","","","","","02-2006-2364","376.3","","울산광역시 남구 야음동 878 롯데캐슬골드 중앙상가동 B101, B102호","울산광역시 남구 신선로 45, B101, B102호 (야음동, 롯데캐슬1단지아파트)","44747","GS THE FRESH 울산남부점","2022-09-03 12:02:51","U","2022-09-05 02:40:00","구분없음","410092.792084604","227185.614073557","준대규모점포",
"87","대규모점포","08_25_01_P","3340000","2016334008007500001","2016-11-15","","01","영업/정상","5","영업개시전","","","","","051-710-8802","23810.3","604-852","부산광역시 사하구 하단동 526번지 6호","부산광역시 사하구 낙동남로 1413 (하단동)","604-852","아트몰링 부산점","2016-11-15 12:02:33","I","2018-08-31 23:59:59","복합쇼핑몰","379212.079721725","180390.068955488","대규모점포",
"88","대규모점포","08_25_01_P","4050000","2013405028807500002","2013-01-03","","01","영업/정상","5","영업개시전","","","","","031 289 5602","13960.94","446-902","경기도 용인시 기흥구 공세동 734번지 1호","경기도 용인시 기흥구 탑실로 38-0 (공세동)","446-902","코스트코 홀세일 공세점","2021-03-17 18:19:50","U","2021-03-19 02:40:00","대형마트","209595.481846485","415153.934258813","대규모점포",
"89","대규모점포","08_25_01_P","3930000","2018393028707500001","2018-12-24","","01","영업/정상","5","영업개시전","","","","","","129.79","","경기도 안산시 단원구 고잔동 532번지","경기도 안산시 단원구 고잔로 67, 힐스테이트중앙 A동 101호 (고잔동)","15351","GS슈퍼마켓 안산고잔점","2018-12-24 14:42:40","I","2018-12-26 02:20:29","구분없음","185324.208806538","424231.908617811","준대규모점포",
"90","대규모점포","08_25_01_P","6520000","2020652017807500001","2020-11-25","","01","영업/정상","5","영업개시전","","","","","064-908-6013","8834.54","","제주특별자치도 서귀포시 안덕면 서광리 산 24","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38","63522","제주 프리미엄 전문점","2020-11-25 16:57:09","I","2020-11-27 00:23:08","전문점","136356.94232239","-20780.8074935676","대규모점포",
"91","대규모점포","08_25_01_P","3450000","2000345001207500014","1997-06-30","","01","영업/정상","1","정상영업","","","","","053 3831234","11525.46","","대구광역시 북구 산격동 1817호","대구광역시 북구 검단로 97 (산격동)","","코스트코 홀세일","2015-12-02 09:53:07","I","2018-08-31 23:59:59","대형마트","346013.651465394","268532.189935562","대규모점포",
"92","대규모점포","08_25_01_P","3450000","2000345001207500015","1999-02-11","","01","영업/정상","1","정상영업","","","","","","","","대구광역시 북구 노원동2가 381호","대구광역시 북구 팔달로 183 (노원동2가)","","하나프러스","2007-07-07 12:21:29","I","2018-08-31 23:59:59","그 밖의 대규모점포","341722.529953022","266512.649171281","",
"93","대규모점포","08_25_01_P","3450000","2000345001207500016","1999-06-12","","01","영업/정상","1","정상영업","","","","2019-04-15","053-604-0700","200.49","","대구광역시 북구 산격동 1629호","대구광역시 북구 유통단지로 16 (산격동)","","대구기계공구상협동조합","2019-04-16 10:22:35","U","2019-04-18 02:40:00","시장","344912.358902194","268253.830252935","대규모점포",
"94","대규모점포","08_25_01_P","3450000","2000345001207500017","1999-07-12","","01","영업/정상","1","정상영업","","","","","053- 604-4114","10568.69","702-845","대구광역시 북구 산격2동 1665번지","대구광역시 북구 유통단지로 38 (산격동)","702-717","대구종합유통단지 전기재료관","2020-07-17 10:18:38","U","2020-07-19 02:40:00","그 밖의 대규모점포","345062.754181615","268408.951404422","대규모점포",
"95","대규모점포","08_25_01_P","3450000","2000345001207500018","1999-10-05","","01","영업/정상","1","정상영업","","","","","324-3327","0","","대구광역시 북구 태전동 993호","대구광역시 북구 칠곡중앙대로 412 (태전동)","","네오시티프라자","2008-04-02 09:17:17","I","2018-08-31 23:59:59","시장","339707.01597482","271331.088251183","",
"96","대규모점포","08_25_01_P","3450000","2000345001207500019","1999-11-15","","01","영업/정상","1","정상영업","","","","","053-604-2000","18869.54","","대구광역시 북구 산격동 1621번지","대구광역시 북구 유통단지로 45 (산격동, 유통단지전자관)","41505","대구종합유통단지 전자관","2021-03-31 15:57:20","U","2021-04-02 02:40:00","그 밖의 대규모점포","344997.585301435","268604.350565685","대규모점포",
"97","대규모점포","08_25_01_P","3450000","2000345001207500001","1974-07-30","","01","영업/정상","1","정상영업","","","","","053-423-3480","0","","대구광역시 북구 칠성동1가 276-163","대구광역시 북구 칠성남로 229(칠성동1가)","41583","칠성시장","2022-07-18 11:48:52","U","2022-07-20 02:40:00","그 밖의 대규모점포","344933.863930849","265180.783587117","대규모점포",
"98","대규모점포","08_25_01_P","3450000","2000345001207500002","1980-11-27","","01","영업/정상","1","정상영업","","","","","053 4260983","0","","대구광역시 북구 칠성동1가 89호","대구광역시 북구 칠성시장로 19 (칠성동1가)","","경명시장","2013-07-08 09:10:31","I","2018-08-31 23:59:59","그 밖의 대규모점포","344814.602421764","265105.753758049","대규모점포",
"99","대규모점포","08_25_01_P","3450000","2000345001207500007","1960-10-27","","01","영업/정상","1","정상영업","","","","","053 9427125","","","대구광역시 북구 대현동 390호","대구광역시 북구 대현로20길 30 (대현동)","","동대구시장","2016-05-04 12:11:39","I","2018-08-31 23:59:59","그 밖의 대규모점포","345243.894718851","265723.133899691","",
"100","대규모점포","08_25_01_P","3450000","2000345001207500008","1981-05-02","","01","영업/정상","1","정상영업","","","","","053 9598596","","","대구광역시 북구 산격동 1258호","대구광역시 북구 대동로1길 34 (산격동)","","산격종합시장","2007-07-07 12:21:29","I","2018-08-31 23:59:59","그 밖의 대규모점포","345348.050145499","267644.21974525","",
